account_id,bank,home_city,primary_device,secondary_device
ACC00001235,BANK3,CITY5,DEV0001235,DEV9001235
ACC00001236,BANK4,CITY6,DEV0001236,DEV9001236
ACC00001237,BANK5,CITY7,DEV0001237,DEV9001237
ACC00001238,BANK6,CITY8,DEV0001238,DEV9001238
ACC00001239,BANK7,CITY9,DEV0001239,DEV9001239
ACC00001240,BANK0,CITY0,DEV0001240,DEV9001240
ACC00001241,BANK1,CITY1,DEV0001241,DEV9001241
ACC00001242,BANK2,CITY2,DEV0001242,DEV9001242
ACC00001243,BANK3,CITY3,DEV0001243,DEV9001243
ACC00001244,BANK4,CITY4,DEV0001244,DEV9001244
ACC00001245,BANK5,CITY5,DEV0001245,DEV9001245
ACC00001246,BANK6,CITY6,DEV0001246,DEV9001246
ACC00001247,BANK7,CITY7,DEV0001247,DEV9001247
ACC00001248,BANK0,CITY8,DEV0001248,DEV9001248
ACC00001249,BANK1,CITY9,DEV0001249,DEV9001249
ACC00001250,BANK2,CITY0,DEV0001250,DEV9001250
ACC00001251,BANK3,CITY1,DEV0001251,DEV9001251
ACC00001252,BANK4,CITY2,DEV0001252,DEV9001252
ACC00001253,BANK5,CITY3,DEV0001253,DEV9001253
ACC00001254,BANK6,CITY4,DEV0001254,DEV9001254
ACC00001255,BANK7,CITY5,DEV0001255,DEV9001255
ACC00001256,BANK0,CITY6,DEV0001256,DEV9001256
ACC00001257,BANK1,CITY7,DEV0001257,DEV9001257
ACC00001258,BANK2,CITY8,DEV0001258,DEV9001258
ACC00001259,BANK3,CITY9,DEV0001259,DEV9001259
ACC00001260,BANK4,CITY0,DEV0001260,DEV9001260
ACC00001261,BANK5,CITY1,DEV0001261,DEV9001261
ACC00001262,BANK6,CITY2,DEV0001262,DEV9001262
ACC00001263,BANK7,CITY3,DEV0001263,DEV9001263
ACC00001264,BANK0,CITY4,DEV0001264,DEV9001264
ACC00001265,BANK1,CITY5,DEV0001265,DEV9001265
ACC00001266,BANK2,CITY6,DEV0001266,DEV9001266
ACC00001267,BANK3,CITY7,DEV0001267,DEV9001267
ACC00001268,BANK4,CITY8,DEV0001268,DEV9001268
ACC00001269,BANK5,CITY9,DEV0001269,DEV9001269
ACC00001270,BANK6,CITY0,DEV0001270,DEV9001270
ACC00001271,BANK7,CITY1,DEV0001271,DEV9001271
ACC00001272,BANK0,CITY2,DEV0001272,DEV9001272
ACC00001273,BANK1,CITY3,DEV0001273,DEV9001273
ACC00001274,BANK2,CITY4,DEV0001274,DEV9001274
ACC00001275,BANK3,CITY5,DEV0001275,DEV9001275
ACC00001276,BANK4,CITY6,DEV0001276,DEV9001276
ACC00001277,BANK5,CITY7,DEV0001277,DEV9001277
ACC00001278,BANK6,CITY8,DEV0001278,DEV9001278
ACC00001279,BANK7,CITY9,DEV0001279,DEV9001279
ACC00001280,BANK0,CITY0,DEV0001280,DEV9001280
ACC00001281,BANK1,CITY1,DEV0001281,DEV9001281
ACC00001282,BANK2,CITY2,DEV0001282,DEV9001282
ACC00001283,BANK3,CITY3,DEV0001283,DEV9001283
ACC00001284,BANK4,CITY4,DEV0001284,DEV9001284
ACC00001285,BANK5,CITY5,DEV0001285,DEV9001285
ACC00001286,BANK6,CITY6,DEV0001286,DEV9001286
ACC00001287,BANK7,CITY7,DEV0001287,DEV9001287
ACC00001288,BANK0,CITY8,DEV0001288,DEV9001288
ACC00001289,BANK1,CITY9,DEV0001289,DEV9001289
ACC00001290,BANK2,CITY0,DEV0001290,DEV9001290
ACC00001291,BANK3,CITY1,DEV0001291,DEV9001291
ACC00001292,BANK4,CITY2,DEV0001292,DEV9001292
ACC00001293,BANK5,CITY3,DEV0001293,DEV9001293
ACC00001294,BANK6,CITY4,DEV0001294,DEV9001294
ACC00001295,BANK7,CITY5,DEV0001295,DEV9001295
ACC00001296,BANK0,CITY6,DEV0001296,DEV9001296
ACC00001297,BANK1,CITY7,DEV0001297,DEV9001297
ACC00001298,BANK2,CITY8,DEV0001298,DEV9001298
ACC00001299,BANK3,CITY9,DEV0001299,DEV9001299
ACC00001300,BANK4,CITY0,DEV0001300,DEV9001300
ACC00001301,BANK5,CITY1,DEV0001301,DEV9001301
ACC00001302,BANK6,CITY2,DEV0001302,DEV9001302
ACC00001303,BANK7,CITY3,DEV0001303,DEV9001303
ACC00001304,BANK0,CITY4,DEV0001304,DEV9001304
ACC00001305,BANK1,CITY5,DEV0001305,DEV9001305
ACC00001306,BANK2,CITY6,DEV0001306,DEV9001306
ACC00001307,BANK3,CITY7,DEV0001307,DEV9001307
ACC00001308,BANK4,CITY8,DEV0001308,DEV9001308
ACC00001309,BANK5,CITY9,DEV0001309,DEV9001309
ACC00001310,BANK6,CITY0,DEV0001310,DEV9001310
ACC00001311,BANK7,CITY1,DEV0001311,DEV9001311
ACC00001312,BANK0,CITY2,DEV0001312,DEV9001312
ACC00001313,BANK1,CITY3,DEV0001313,DEV9001313
ACC00001314,BANK2,CITY4,DEV0001314,DEV9001314
ACC00001315,BANK3,CITY5,DEV0001315,DEV9001315
ACC00001316,BANK4,CITY6,DEV0001316,DEV9001316
ACC00001317,BANK5,CITY7,DEV0001317,DEV9001317
ACC00001318,BANK6,CITY8,DEV0001318,DEV9001318
ACC00001319,BANK7,CITY9,DEV0001319,DEV9001319
ACC00001320,BANK0,CITY0,DEV0001320,DEV9001320
ACC00001321,BANK1,CITY1,DEV0001321,DEV9001321
ACC00001322,BANK2,CITY2,DEV0001322,DEV9001322
ACC00001323,BANK3,CITY3,DEV0001323,DEV9001323
ACC00001324,BANK4,CITY4,DEV0001324,DEV9001324
ACC00001325,BANK5,CITY5,DEV0001325,DEV9001325
ACC00001326,BANK6,CITY6,DEV0001326,DEV9001326
ACC00001327,BANK7,CITY7,DEV0001327,DEV9001327
ACC00001328,BANK0,CITY8,DEV0001328,DEV9001328
ACC00001329,BANK1,CITY9,DEV0001329,DEV9001329
ACC00001330,BANK2,CITY0,DEV0001330,DEV9001330
ACC00001331,BANK3,CITY1,DEV0001331,DEV9001331
ACC00001332,BANK4,CITY2,DEV0001332,DEV9001332
ACC00001333,BANK5,CITY3,DEV0001333,DEV9001333
ACC00001334,BANK6,CITY4,DEV0001334,DEV9001334
ACC00001335,BANK7,CITY5,DEV0001335,DEV9001335
ACC00001336,BANK0,CITY6,DEV0001336,DEV9001336
ACC00001337,BANK1,CITY7,DEV0001337,DEV9001337
ACC00001338,BANK2,CITY8,DEV0001338,DEV9001338
ACC00001339,BANK3,CITY9,DEV0001339,DEV9001339
ACC00001340,BANK4,CITY0,DEV0001340,DEV9001340
ACC00001341,BANK5,CITY1,DEV0001341,DEV9001341
ACC00001342,BANK6,CITY2,DEV0001342,DEV9001342
ACC00001343,BANK7,CITY3,DEV0001343,DEV9001343
ACC00001344,BANK0,CITY4,DEV0001344,DEV9001344
ACC00001345,BANK1,CITY5,DEV0001345,DEV9001345
ACC00001346,BANK2,CITY6,DEV0001346,DEV9001346
ACC00001347,BANK3,CITY7,DEV0001347,DEV9001347
ACC00001348,BANK4,CITY8,DEV0001348,DEV9001348
ACC00001349,BANK5,CITY9,DEV0001349,DEV9001349
ACC00001350,BANK6,CITY0,DEV0001350,DEV9001350
ACC00001351,BANK7,CITY1,DEV0001351,DEV9001351
ACC00001352,BANK0,CITY2,DEV0001352,DEV9001352
ACC00001353,BANK1,CITY3,DEV0001353,DEV9001353
ACC00001354,BANK2,CITY4,DEV0001354,DEV9001354
ACC00001355,BANK3,CITY5,DEV0001355,DEV9001355
ACC00001356,BANK4,CITY6,DEV0001356,DEV9001356
ACC00001357,BANK5,CITY7,DEV0001357,DEV9001357
ACC00001358,BANK6,CITY8,DEV0001358,DEV9001358
ACC00001359,BANK7,CITY9,DEV0001359,DEV9001359
ACC00001360,BANK0,CITY0,DEV0001360,DEV9001360
ACC00001361,BANK1,CITY1,DEV0001361,DEV9001361
ACC00001362,BANK2,CITY2,DEV0001362,DEV9001362
ACC00001363,BANK3,CITY3,DEV0001363,DEV9001363
ACC00001364,BANK4,CITY4,DEV0001364,DEV9001364
ACC00001365,BANK5,CITY5,DEV0001365,DEV9001365
ACC00001366,BANK6,CITY6,DEV0001366,DEV9001366
ACC00001367,BANK7,CITY7,DEV0001367,DEV9001367
ACC00001368,BANK0,CITY8,DEV0001368,DEV9001368
ACC00001369,BANK1,CITY9,DEV0001369,DEV9001369
ACC00001370,BANK2,CITY0,DEV0001370,DEV9001370
ACC00001371,BANK3,CITY1,DEV0001371,DEV9001371
ACC00001372,BANK4,CITY2,DEV0001372,DEV9001372
ACC00001373,BANK5,CITY3,DEV0001373,DEV9001373
ACC00001374,BANK6,CITY4,DEV0001374,DEV9001374
ACC00001375,BANK7,CITY5,DEV0001375,DEV9001375
ACC00001376,BANK0,CITY6,DEV0001376,DEV9001376
ACC00001377,BANK1,CITY7,DEV0001377,DEV9001377
ACC00001378,BANK2,CITY8,DEV0001378,DEV9001378
ACC00001379,BANK3,CITY9,DEV0001379,DEV9001379
ACC00001380,BANK4,CITY0,DEV0001380,DEV9001380
ACC00001381,BANK5,CITY1,DEV0001381,DEV9001381
ACC00001382,BANK6,CITY2,DEV0001382,DEV9001382
ACC00001383,BANK7,CITY3,DEV0001383,DEV9001383
ACC00001384,BANK0,CITY4,DEV0001384,DEV9001384
ACC00001385,BANK1,CITY5,DEV0001385,DEV9001385
ACC00001386,BANK2,CITY6,DEV0001386,DEV9001386
ACC00001387,BANK3,CITY7,DEV0001387,DEV9001387
ACC00001388,BANK4,CITY8,DEV0001388,DEV9001388
ACC00001389,BANK5,CITY9,DEV0001389,DEV9001389
ACC00001390,BANK6,CITY0,DEV0001390,DEV9001390
ACC00001391,BANK7,CITY1,DEV0001391,DEV9001391
ACC00001392,BANK0,CITY2,DEV0001392,DEV9001392
ACC00001393,BANK1,CITY3,DEV0001393,DEV9001393
ACC00001394,BANK2,CITY4,DEV0001394,DEV9001394
ACC00001395,BANK3,CITY5,DEV0001395,DEV9001395
ACC00001396,BANK4,CITY6,DEV0001396,DEV9001396
ACC00001397,BANK5,CITY7,DEV0001397,DEV9001397
ACC00001398,BANK6,CITY8,DEV0001398,DEV9001398
ACC00001399,BANK7,CITY9,DEV0001399,DEV9001399
ACC00001400,BANK0,CITY0,DEV0001400,DEV9001400
ACC00001401,BANK1,CITY1,DEV0001401,DEV9001401
ACC00001402,BANK2,CITY2,DEV0001402,DEV9001402
ACC00001403,BANK3,CITY3,DEV0001403,DEV9001403
ACC00001404,BANK4,CITY4,DEV0001404,DEV9001404
ACC00001405,BANK5,CITY5,DEV0001405,DEV9001405
ACC00001406,BANK6,CITY6,DEV0001406,DEV9001406
ACC00001407,BANK7,CITY7,DEV0001407,DEV9001407
ACC00001408,BANK0,CITY8,DEV0001408,DEV9001408
ACC00001409,BANK1,CITY9,DEV0001409,DEV9001409
ACC00001410,BANK2,CITY0,DEV0001410,DEV9001410
ACC00001411,BANK3,CITY1,DEV0001411,DEV9001411
ACC00001412,BANK4,CITY2,DEV0001412,DEV9001412
ACC00001413,BANK5,CITY3,DEV0001413,DEV9001413
ACC00001414,BANK6,CITY4,DEV0001414,DEV9001414
ACC00001415,BANK7,CITY5,DEV0001415,DEV9001415
ACC00001416,BANK0,CITY6,DEV0001416,DEV9001416
ACC00001417,BANK1,CITY7,DEV0001417,DEV9001417
ACC00001418,BANK2,CITY8,DEV0001418,DEV9001418
ACC00001419,BANK3,CITY9,DEV0001419,DEV9001419
ACC00001420,BANK4,CITY0,DEV0001420,DEV9001420
ACC00001421,BANK5,CITY1,DEV0001421,DEV9001421
ACC00001422,BANK6,CITY2,DEV0001422,DEV9001422
ACC00001423,BANK7,CITY3,DEV0001423,DEV9001423
ACC00001424,BANK0,CITY4,DEV0001424,DEV9001424
ACC00001425,BANK1,CITY5,DEV0001425,DEV9001425
ACC00001426,BANK2,CITY6,DEV0001426,DEV9001426
ACC00001427,BANK3,CITY7,DEV0001427,DEV9001427
ACC00001428,BANK4,CITY8,DEV0001428,DEV9001428
ACC00001429,BANK5,CITY9,DEV0001429,DEV9001429
ACC00001430,BANK6,CITY0,DEV0001430,DEV9001430
ACC00001431,BANK7,CITY1,DEV0001431,DEV9001431
ACC00001432,BANK0,CITY2,DEV0001432,DEV9001432
ACC00001433,BANK1,CITY3,DEV0001433,DEV9001433
ACC00001434,BANK2,CITY4,DEV0001434,DEV9001434
ACC00001435,BANK3,CITY5,DEV0001435,DEV9001435
ACC00001436,BANK4,CITY6,DEV0001436,DEV9001436
ACC00001437,BANK5,CITY7,DEV0001437,DEV9001437
ACC00001438,BANK6,CITY8,DEV0001438,DEV9001438
ACC00001439,BANK7,CITY9,DEV0001439,DEV9001439
ACC00001440,BANK0,CITY0,DEV0001440,DEV9001440
ACC00001441,BANK1,CITY1,DEV0001441,DEV9001441
ACC00001442,BANK2,CITY2,DEV0001442,DEV9001442
ACC00001443,BANK3,CITY3,DEV0001443,DEV9001443
ACC00001444,BANK4,CITY4,DEV0001444,DEV9001444
ACC00001445,BANK5,CITY5,DEV0001445,DEV9001445
ACC00001446,BANK6,CITY6,DEV0001446,DEV9001446
ACC00001447,BANK7,CITY7,DEV0001447,DEV9001447
ACC00001448,BANK0,CITY8,DEV0001448,DEV9001448
ACC00001449,BANK1,CITY9,DEV0001449,DEV9001449
ACC00001450,BANK2,CITY0,DEV0001450,DEV9001450
ACC00001451,BANK3,CITY1,DEV0001451,DEV9001451
ACC00001452,BANK4,CITY2,DEV0001452,DEV9001452
ACC00001453,BANK5,CITY3,DEV0001453,DEV9001453
ACC00001454,BANK6,CITY4,DEV0001454,DEV9001454
ACC00001455,BANK7,CITY5,DEV0001455,DEV9001455
ACC00001456,BANK0,CITY6,DEV0001456,DEV9001456
ACC00001457,BANK1,CITY7,DEV0001457,DEV9001457
ACC00001458,BANK2,CITY8,DEV0001458,DEV9001458
ACC00001459,BANK3,CITY9,DEV0001459,DEV9001459
ACC00001460,BANK4,CITY0,DEV0001460,DEV9001460
ACC00001461,BANK5,CITY1,DEV0001461,DEV9001461
ACC00001462,BANK6,CITY2,DEV0001462,DEV9001462
ACC00001463,BANK7,CITY3,DEV0001463,DEV9001463
ACC00001464,BANK0,CITY4,DEV0001464,DEV9001464
ACC00001465,BANK1,CITY5,DEV0001465,DEV9001465
ACC00001466,BANK2,CITY6,DEV0001466,DEV9001466
ACC00001467,BANK3,CITY7,DEV0001467,DEV9001467
ACC00001468,BANK4,CITY8,DEV0001468,DEV9001468
ACC00001469,BANK5,CITY9,DEV0001469,DEV9001469
ACC00001470,BANK6,CITY0,DEV0001470,DEV9001470
ACC00001471,BANK7,CITY1,DEV0001471,DEV9001471
ACC00001472,BANK0,CITY2,DEV0001472,DEV9001472
ACC00001473,BANK1,CITY3,DEV0001473,DEV9001473
ACC00001474,BANK2,CITY4,DEV0001474,DEV9001474
ACC00001475,BANK3,CITY5,DEV0001475,DEV9001475
ACC00001476,BANK4,CITY6,DEV0001476,DEV9001476
ACC00001477,BANK5,CITY7,DEV0001477,DEV9001477
ACC00001478,BANK6,CITY8,DEV0001478,DEV9001478
ACC00001479,BANK7,CITY9,DEV0001479,DEV9001479
ACC00001480,BANK0,CITY0,DEV0001480,DEV9001480
ACC00001481,BANK1,CITY1,DEV0001481,DEV9001481
ACC00001482,BANK2,CITY2,DEV0001482,DEV9001482
ACC00001483,BANK3,CITY3,DEV0001483,DEV9001483
ACC00001484,BANK4,CITY4,DEV0001484,DEV9001484
ACC00001485,BANK5,CITY5,DEV0001485,DEV9001485
ACC00001486,BANK6,CITY6,DEV0001486,DEV9001486
ACC00001487,BANK7,CITY7,DEV0001487,DEV9001487
ACC00001488,BANK0,CITY8,DEV0001488,DEV9001488
ACC00001489,BANK1,CITY9,DEV0001489,DEV9001489
ACC00001490,BANK2,CITY0,DEV0001490,DEV9001490
ACC00001491,BANK3,CITY1,DEV0001491,DEV9001491
ACC00001492,BANK4,CITY2,DEV0001492,DEV9001492
ACC00001493,BANK5,CITY3,DEV0001493,DEV9001493
ACC00001494,BANK6,CITY4,DEV0001494,DEV9001494
ACC00001495,BANK7,CITY5,DEV0001495,DEV9001495
ACC00001496,BANK0,CITY6,DEV0001496,DEV9001496
ACC00001497,BANK1,CITY7,DEV0001497,DEV9001497
ACC00001498,BANK2,CITY8,DEV0001498,DEV9001498
ACC00001499,BANK3,CITY9,DEV0001499,DEV9001499
ACC00001500,BANK4,CITY0,DEV0001500,DEV9001500
ACC00001501,BANK5,CITY1,DEV0001501,DEV9001501
ACC00001502,BANK6,CITY2,DEV0001502,DEV9001502
ACC00001503,BANK7,CITY3,DEV0001503,DEV9001503
ACC00001504,BANK0,CITY4,DEV0001504,DEV9001504
ACC00001505,BANK1,CITY5,DEV0001505,DEV9001505
ACC00001506,BANK2,CITY6,DEV0001506,DEV9001506
ACC00001507,BANK3,CITY7,DEV0001507,DEV9001507
ACC00001508,BANK4,CITY8,DEV0001508,DEV9001508
ACC00001509,BANK5,CITY9,DEV0001509,DEV9001509
ACC00001510,BANK6,CITY0,DEV0001510,DEV9001510
ACC00001511,BANK7,CITY1,DEV0001511,DEV9001511
ACC00001512,BANK0,CITY2,DEV0001512,DEV9001512
ACC00001513,BANK1,CITY3,DEV0001513,DEV9001513
ACC00001514,BANK2,CITY4,DEV0001514,DEV9001514
ACC00001515,BANK3,CITY5,DEV0001515,DEV9001515
ACC00001516,BANK4,CITY6,DEV0001516,DEV9001516
ACC00001517,BANK5,CITY7,DEV0001517,DEV9001517
ACC00001518,BANK6,CITY8,DEV0001518,DEV9001518
ACC00001519,BANK7,CITY9,DEV0001519,DEV9001519
ACC00001520,BANK0,CITY0,DEV0001520,DEV9001520
ACC00001521,BANK1,CITY1,DEV0001521,DEV9001521
ACC00001522,BANK2,CITY2,DEV0001522,DEV9001522
ACC00001523,BANK3,CITY3,DEV0001523,DEV9001523
ACC00001524,BANK4,CITY4,DEV0001524,DEV9001524
ACC00001525,BANK5,CITY5,DEV0001525,DEV9001525
ACC00001526,BANK6,CITY6,DEV0001526,DEV9001526
ACC00001527,BANK7,CITY7,DEV0001527,DEV9001527
ACC00001528,BANK0,CITY8,DEV0001528,DEV9001528
ACC00001529,BANK1,CITY9,DEV0001529,DEV9001529
ACC00001530,BANK2,CITY0,DEV0001530,DEV9001530
ACC00001531,BANK3,CITY1,DEV0001531,DEV9001531
ACC00001532,BANK4,CITY2,DEV0001532,DEV9001532
ACC00001533,BANK5,CITY3,DEV0001533,DEV9001533
ACC00001534,BANK6,CITY4,DEV0001534,DEV9001534
ACC00001535,BANK7,CITY5,DEV0001535,DEV9001535
ACC00001536,BANK0,CITY6,DEV0001536,DEV9001536
ACC00001537,BANK1,CITY7,DEV0001537,DEV9001537
ACC00001538,BANK2,CITY8,DEV0001538,DEV9001538
ACC00001539,BANK3,CITY9,DEV0001539,DEV9001539
ACC00001540,BANK4,CITY0,DEV0001540,DEV9001540
ACC00001541,BANK5,CITY1,DEV0001541,DEV9001541
ACC00001542,BANK6,CITY2,DEV0001542,DEV9001542
ACC00001543,BANK7,CITY3,DEV0001543,DEV9001543
ACC00001544,BANK0,CITY4,DEV0001544,DEV9001544
ACC00001545,BANK1,CITY5,DEV0001545,DEV9001545
ACC00001546,BANK2,CITY6,DEV0001546,DEV9001546
ACC00001547,BANK3,CITY7,DEV0001547,DEV9001547
ACC00001548,BANK4,CITY8,DEV0001548,DEV9001548
ACC00001549,BANK5,CITY9,DEV0001549,DEV9001549
ACC00001550,BANK6,CITY0,DEV0001550,DEV9001550
ACC00001551,BANK7,CITY1,DEV0001551,DEV9001551
ACC00001552,BANK0,CITY2,DEV0001552,DEV9001552
ACC00001553,BANK1,CITY3,DEV0001553,DEV9001553
ACC00001554,BANK2,CITY4,DEV0001554,DEV9001554
ACC00001555,BANK3,CITY5,DEV0001555,DEV9001555
ACC00001556,BANK4,CITY6,DEV0001556,DEV9001556
ACC00001557,BANK5,CITY7,DEV0001557,DEV9001557
ACC00001558,BANK6,CITY8,DEV0001558,DEV9001558
ACC00001559,BANK7,CITY9,DEV0001559,DEV9001559
ACC00001560,BANK0,CITY0,DEV0001560,DEV9001560
ACC00001561,BANK1,CITY1,DEV0001561,DEV9001561
ACC00001562,BANK2,CITY2,DEV0001562,DEV9001562
ACC00001563,BANK3,CITY3,DEV0001563,DEV9001563
ACC00001564,BANK4,CITY4,DEV0001564,DEV9001564
ACC00001565,BANK5,CITY5,DEV0001565,DEV9001565
ACC00001566,BANK6,CITY6,DEV0001566,DEV9001566
ACC00001567,BANK7,CITY7,DEV0001567,DEV9001567
ACC00001568,BANK0,CITY8,DEV0001568,DEV9001568
ACC00001569,BANK1,CITY9,DEV0001569,DEV9001569
ACC00001570,BANK2,CITY0,DEV0001570,DEV9001570
ACC00001571,BANK3,CITY1,DEV0001571,DEV9001571
ACC00001572,BANK4,CITY2,DEV0001572,DEV9001572
ACC00001573,BANK5,CITY3,DEV0001573,DEV9001573
ACC00001574,BANK6,CITY4,DEV0001574,DEV9001574
ACC00001575,BANK7,CITY5,DEV0001575,DEV9001575
ACC00001576,BANK0,CITY6,DEV0001576,DEV9001576
ACC00001577,BANK1,CITY7,DEV0001577,DEV9001577
ACC00001578,BANK2,CITY8,DEV0001578,DEV9001578
ACC00001579,BANK3,CITY9,DEV0001579,DEV9001579
ACC00001580,BANK4,CITY0,DEV0001580,DEV9001580
ACC00001581,BANK5,CITY1,DEV0001581,DEV9001581
ACC00001582,BANK6,CITY2,DEV0001582,DEV9001582
ACC00001583,BANK7,CITY3,DEV0001583,DEV9001583
ACC00001584,BANK0,CITY4,DEV0001584,DEV9001584
ACC00001585,BANK1,CITY5,DEV0001585,DEV9001585
ACC00001586,BANK2,CITY6,DEV0001586,DEV9001586
ACC00001587,BANK3,CITY7,DEV0001587,DEV9001587
ACC00001588,BANK4,CITY8,DEV0001588,DEV9001588
ACC00001589,BANK5,CITY9,DEV0001589,DEV9001589
ACC00001590,BANK6,CITY0,DEV0001590,DEV9001590
ACC00001591,BANK7,CITY1,DEV0001591,DEV9001591
ACC00001592,BANK0,CITY2,DEV0001592,DEV9001592
ACC00001593,BANK1,CITY3,DEV0001593,DEV9001593
ACC00001594,BANK2,CITY4,DEV0001594,DEV9001594
ACC00001595,BANK3,CITY5,DEV0001595,DEV9001595
ACC00001596,BANK4,CITY6,DEV0001596,DEV9001596
ACC00001597,BANK5,CITY7,DEV0001597,DEV9001597
ACC00001598,BANK6,CITY8,DEV0001598,DEV9001598
ACC00001599,BANK7,CITY9,DEV0001599,DEV9001599
ACC00001600,BANK0,CITY0,DEV0001600,DEV9001600
ACC00001601,BANK1,CITY1,DEV0001601,DEV9001601
ACC00001602,BANK2,CITY2,DEV0001602,DEV9001602
ACC00001603,BANK3,CITY3,DEV0001603,DEV9001603
ACC00001604,BANK4,CITY4,DEV0001604,DEV9001604
ACC00001605,BANK5,CITY5,DEV0001605,DEV9001605
ACC00001606,BANK6,CITY6,DEV0001606,DEV9001606
ACC00001607,BANK7,CITY7,DEV0001607,DEV9001607
ACC00001608,BANK0,CITY8,DEV0001608,DEV9001608
ACC00001609,BANK1,CITY9,DEV0001609,DEV9001609
ACC00001610,BANK2,CITY0,DEV0001610,DEV9001610
ACC00001611,BANK3,CITY1,DEV0001611,DEV9001611
ACC00001612,BANK4,CITY2,DEV0001612,DEV9001612
ACC00001613,BANK5,CITY3,DEV0001613,DEV9001613
ACC00001614,BANK6,CITY4,DEV0001614,DEV9001614
ACC00001615,BANK7,CITY5,DEV0001615,DEV9001615
ACC00001616,BANK0,CITY6,DEV0001616,DEV9001616
ACC00001617,BANK1,CITY7,DEV0001617,DEV9001617
ACC00001618,BANK2,CITY8,DEV0001618,DEV9001618
ACC00001619,BANK3,CITY9,DEV0001619,DEV9001619
ACC00001620,BANK4,CITY0,DEV0001620,DEV9001620
ACC00001621,BANK5,CITY1,DEV0001621,DEV9001621
ACC00001622,BANK6,CITY2,DEV0001622,DEV9001622
ACC00001623,BANK7,CITY3,DEV0001623,DEV9001623
ACC00001624,BANK0,CITY4,DEV0001624,DEV9001624
ACC00001625,BANK1,CITY5,DEV0001625,DEV9001625
ACC00001626,BANK2,CITY6,DEV0001626,DEV9001626
ACC00001627,BANK3,CITY7,DEV0001627,DEV9001627
ACC00001628,BANK4,CITY8,DEV0001628,DEV9001628
ACC00001629,BANK5,CITY9,DEV0001629,DEV9001629
ACC00001630,BANK6,CITY0,DEV0001630,DEV9001630
ACC00001631,BANK7,CITY1,DEV0001631,DEV9001631
ACC00001632,BANK0,CITY2,DEV0001632,DEV9001632
ACC00001633,BANK1,CITY3,DEV0001633,DEV9001633
ACC00001634,BANK2,CITY4,DEV0001634,DEV9001634
ACC00001635,BANK3,CITY5,DEV0001635,DEV9001635
ACC00001636,BANK4,CITY6,DEV0001636,DEV9001636
ACC00001637,BANK5,CITY7,DEV0001637,DEV9001637
ACC00001638,BANK6,CITY8,DEV0001638,DEV9001638
ACC00001639,BANK7,CITY9,DEV0001639,DEV9001639
ACC00001640,BANK0,CITY0,DEV0001640,DEV9001640
ACC00001641,BANK1,CITY1,DEV0001641,DEV9001641
ACC00001642,BANK2,CITY2,DEV0001642,DEV9001642
ACC00001643,BANK3,CITY3,DEV0001643,DEV9001643
ACC00001644,BANK4,CITY4,DEV0001644,DEV9001644
ACC00001645,BANK5,CITY5,DEV0001645,DEV9001645
ACC00001646,BANK6,CITY6,DEV0001646,DEV9001646
ACC00001647,BANK7,CITY7,DEV0001647,DEV9001647
ACC00001648,BANK0,CITY8,DEV0001648,DEV9001648
ACC00001649,BANK1,CITY9,DEV0001649,DEV9001649
ACC00001650,BANK2,CITY0,DEV0001650,DEV9001650
ACC00001651,BANK3,CITY1,DEV0001651,DEV9001651
ACC00001652,BANK4,CITY2,DEV0001652,DEV9001652
ACC00001653,BANK5,CITY3,DEV0001653,DEV9001653
ACC00001654,BANK6,CITY4,DEV0001654,DEV9001654
ACC00001655,BANK7,CITY5,DEV0001655,DEV9001655
ACC00001656,BANK0,CITY6,DEV0001656,DEV9001656
ACC00001657,BANK1,CITY7,DEV0001657,DEV9001657
ACC00001658,BANK2,CITY8,DEV0001658,DEV9001658
ACC00001659,BANK3,CITY9,DEV0001659,DEV9001659
ACC00001660,BANK4,CITY0,DEV0001660,DEV9001660
ACC00001661,BANK5,CITY1,DEV0001661,DEV9001661
ACC00001662,BANK6,CITY2,DEV0001662,DEV9001662
ACC00001663,BANK7,CITY3,DEV0001663,DEV9001663
ACC00001664,BANK0,CITY4,DEV0001664,DEV9001664
ACC00001665,BANK1,CITY5,DEV0001665,DEV9001665
ACC00001666,BANK2,CITY6,DEV0001666,DEV9001666
ACC00001667,BANK3,CITY7,DEV0001667,DEV9001667
ACC00001668,BANK4,CITY8,DEV0001668,DEV9001668
ACC00001669,BANK5,CITY9,DEV0001669,DEV9001669
ACC00001670,BANK6,CITY0,DEV0001670,DEV9001670
ACC00001671,BANK7,CITY1,DEV0001671,DEV9001671
ACC00001672,BANK0,CITY2,DEV0001672,DEV9001672
ACC00001673,BANK1,CITY3,DEV0001673,DEV9001673
ACC00001674,BANK2,CITY4,DEV0001674,DEV9001674
ACC00001675,BANK3,CITY5,DEV0001675,DEV9001675
ACC00001676,BANK4,CITY6,DEV0001676,DEV9001676
ACC00001677,BANK5,CITY7,DEV0001677,DEV9001677
ACC00001678,BANK6,CITY8,DEV0001678,DEV9001678
ACC00001679,BANK7,CITY9,DEV0001679,DEV9001679
ACC00001680,BANK0,CITY0,DEV0001680,DEV9001680
ACC00001681,BANK1,CITY1,DEV0001681,DEV9001681
ACC00001682,BANK2,CITY2,DEV0001682,DEV9001682
ACC00001683,BANK3,CITY3,DEV0001683,DEV9001683
ACC00001684,BANK4,CITY4,DEV0001684,DEV9001684
